"token","lsd","n"
"churches",0,1
"churlish",0,1
"churlishness",0,1
"churning",0,1
"cicero",0,1
"cigarettes",0,1
"circular",0,1
"circulated",0,1
"circulation",0,1
"circumscribing",0,1
"circumvent",0,1
"citizens.rose",0,1
"city's",0,1
"civilisation",1,1
"claimant",0,1
"claimant's",0,1
"clamour",-1,1
"clarifying",1,1
"clash",-1,1
"classed",0,1
"classic",1,1
"classify",0,1
"clause.i",0,1
"clause.the",0,1
"clauses.listening",0,1
"cleansing",1,1
"cleared",1,1
"clematis",0,1
"clerk's",0,1
"cleveland",0,1
"clever",1,1
"cliff",0,1
"climate.that",0,1
"climates",0,1
"climatic",0,1
"cling",1,1
"clinic",0,1
"clinical",0,1
"clinton",0,1
"clobber",-1,1
"clogging",-1,1
"clothes",0,1
"clothing",0,1
"clouds",-1,1
"club's",0,1
"cluck",0,1
"clunking",0,1
"cluster",0,1
"cnd",0,1
"co2",0,1
"coalesce",0,1
"coalitions",0,1
"coastal",0,1
"cobden",0,1
"cocaine",0,1
"cockles",0,1
"coded",0,1
"codes",0,1
"codifies",0,1
"codswallop",0,1
"cogent",1,1
"cohabiting",0,1
"coincided",0,1
"coke",0,1
"coldest",-1,1
"coldfield",-1,1
"colin",0,1
"coll",0,1
"collapsed",-1,1
"collected",0,1
"collecting",0,1
"collegial",0,1
"collie",0,1
"collision",-1,1
"collusion",0,1
"colonial",0,1
"colossal",0,1
"colours",0,1
"columbia",0,1
"combating",1,1
"combination",0,1
"come.rose",0,1
"comfortably",1,1
"comma",0,1
"commander",0,1
"commands",0,1
"commemorating",1,1
"commemoration",1,1
"commendable",1,1
"commendation",1,1
"commentary",0,1
"commission.as",0,1
"commissioner.we",0,1
"commits",0,1
"commodities",0,1
"communications",0,1
"communion",0,1
"communities.rose",0,1
"commuter",0,1
"comparative",0,1
"compensate",1,1
"compensated",1,1
"compensating",1,1
"completed",0,1
"complexities",-1,1
"complicates",-1,1
"complicating",-1,1
"complicit",0,1
"complied",0,1
"complies",0,1
"complying",1,1
"composed",0,1
"compound",0,1
"compounded",0,1
"comprise",0,1
"comprises",0,1
"compulsion",0,1
"compulsory",0,1
"computerised",0,1
"computers",0,1
"comrades",0,1
"con",0,1
"conceal",-1,1
"concedes",0,1
"concentrated",0,1
"concentration",0,1
"conception",0,1
"conceptual",0,1
"conceptually",0,1
"conciliation",1,1
"concluding",0,1
"conclusive",1,1
"condemning",-1,1
"condoms",0,1
"condone",0,1
"conferred",0,1
"confined",0,1
"confirmatory",1,1
"conflate",0,1
"conformity",0,1
"confrontation",-1,1
"confronts",-1,1
"confusion.i",-1,1
"congested",0,1
"congratulating",1,1
"congratulation",1,1
"conjunction",0,1
"conjure",0,1
"conquered",1,1
"consensual",0,1
"consenting",1,1
"conservation",1,1
"considerate",1,1
"consignia",1,1
"consisted",0,1
"consistencies",0,1
"consolidate",1,1
"conspiring",-1,1
"constable's",0,1
"constabulary",0,1
"constancy",0,1
"constituency's",0,1
"constituents.it",0,1
"constitute",0,1
"constituted",0,1
"constitutes",0,1
"constituting",0,1
"constitutionalism",0,1
"constrain",-1,1
"construct",1,1
"construe",0,1
"consulates",0,1
"consultancy",0,1
"consultants",0,1
"consultative",0,1
"consuming",0,1
"contacts",0,1
"contemplate",0,1
"contemplated",0,1
"contend",-1,1
"contending",-1,1
"contented",1,1
"contents",0,1
"contestability",0,1
"contesting",-1,1
"context.i",0,1
"contingencies",0,1
"contingency",0,1
"contingent",0,1
"continual",0,1
"continuous",0,1
"continuously",0,1
"contraception",0,1
"contractual",0,1
"contradict",-1,1
"contradistinction",0,1
"contravened",-1,1
"contrition",-1,1
"control.the",0,1
"convenience",0,1
"convergence",0,1
"converse",0,1
"conversely",0,1
"converted",0,1
"convincing",1,1
"convincingly",1,1
"convulsed",0,1
"conwy",0,1
"cook",0,1
"cooks",0,1
"cool",0,1
"cop",0,1
"copied",0,1
"corby",0,1
"corbyn",0,1
"cormack",0,1
"corn",0,1
"corner",0,1
"coronary",0,1
"coroners",0,1
"corpus",0,1
"corrective",1,1
"correspondent",0,1
"corrupt",-1,1
"corrupted",-1,1
"corruptions",-1,1
"costing",0,1
"costly",-1,1
"coterminous",0,1
"cottage",0,1
"council's",0,1
"counsel",0,1
"count.okay",0,1
"counted",0,1
"counterpart",0,1
"country.as",0,1
"country.i",0,1
"country.in",0,1
"country.my",0,1
"country.not",0,1
"course.i",0,1
"covert",-1,1
"cowdenbeath",0,1
"cowering",-1,1
"cowley",0,1
"crackdown",0,1
"crash",0,1
"crawley",-1,1
"craziness",-1,1
"crcs",0,1
"creationists",0,1
"creatively",1,1
"creativity",1,1
"creature",0,1
"credentials",0,1
"credibly",0,1
"creditors",0,1
"credulous",-1,1
"creep",-1,1
"creeping",-1,1
"crib",0,1
"criminalised",-1,1
"criticises",-1,1
"crossing",0,1
"cry",-1,1
"crystal",1,1
"csos",0,1
"ctf",0,1
"cuckoo",0,1
"cue",0,1
"cull",0,1
"culmination",1,1
"culpable",-1,1
"cumbria",0,1
"cumulative",0,1
"cup",0,1
"curate's",0,1
"curbing",0,1
"cure",1,1
"curfew",0,1
"curiously",1,1
"currencies",0,1
"curriculum.i",0,1
"cursory",-1,1
"curves",0,1
"custodial",0,1
"customary",0,1
"customer",0,1
"customers",0,1
"cut.if",0,1
"cutbacks",0,1
"cwu",0,1
"cwu's",0,1
"cyber",0,1
"cyclamen",0,1
"cypriot",0,1
"cypriots",0,1
"dabble",0,1
"daesh",0,1
"daft",-1,1
"dail",0,1
"dairy",0,1
"damascus",0,1
"damning",-1,1
"dan",0,1
"dando",0,1
"danielle",0,1
"dannatt",0,1
"dare",0,1
"dared",0,1
"darkness",-1,1
"darlington",1,1
"dashed",-1,1
"dated",0,1
"dating",0,1
"daughters",0,1
"daventry",0,1
"david's",0,1
"davyhulme",0,1
"deadlines",0,1
"deadly",-1,1
"deane",0,1
"deauville",0,1
"debarred",0,1
"debate.that",0,1
"decarbonised",0,1
"deceived",-1,1
"decentralisation",0,1
"decidedly",0,1
"decimate",0,1
"declaratory",0,1
"decrease",0,1
"decreased",0,1
"decries",-1,1
"decriminalised",0,1
"dedication",1,1
"deeming",0,1
"deeper",0,1
"deepings",0,1
"default",-1,1
"defeating",-1,1
"defeats",-1,1
"defects",-1,1
"defences",0,1
"deference",0,1
"deferential",0,1
"deferment",0,1
"deferments",0,1
"deferral",0,1
"deferring",0,1
"defiance",-1,1
"deficits",-1,1
"definite",0,1
"definitions",0,1
"deflating",0,1
"deflation",0,1
"del",0,1
"delays",-1,1
"delegated",0,1
"delegation",0,1
"deleted",0,1
"deliberations",0,1
"deliberative",0,1
"deliveries",0,1
"delivers",0,1
"delved",0,1
"delyn",0,1
"demean",-1,1
"democracies",0,1
"democracy.i",0,1
"democratise",0,1
"democratised",0,1
"democratising",0,1
"demographic",0,1
"demolish",-1,1
"demolished",-1,1
"demonstrably",0,1
"demonstrating",0,1
"demonstration",0,1
"demoralising",-1,1
"denbigh",0,1
"denial",-1,1
"denigrate",-1,1
"densities",0,1
"density",0,1
"dental",0,1
"denuding",0,1
"denunciation",0,1
"depart",0,1
"departing",0,1
"dependence",-1,1
"dependencies",-1,1
"depleted",-1,1
"deplorable",-1,1
"deployed",0,1
"deportations",-1,1
"deported.what",-1,1
"depositors",0,1
"deprecates",-1,1
"depreciated",-1,1
"depresses",-1,1
"depth",0,1
"der",0,1
"derail",-1,1
"derived",0,1
"derogate",0,1
"derogation",0,1
"desalination",0,1
"descriptions",0,1
"descriptive",0,1
"deserved",1,1
"deserving",1,1
"designation",0,1
"designer",0,1
"desires",1,1
"desk",0,1
"despondent",-1,1
"destabilisation",0,1
"destinies",0,1
"destroy",-1,1
"destroys",-1,1
"detailing",0,1
"detect",0,1
"detecting",0,1
"detective",0,1
"deteriorated",-1,1
"determinedly",1,1
"detrimental",-1,1
"deutsche",0,1
"deutschen",0,1
"devalued",-1,1
"devastating",-1,1
"developer",0,1
"develops",0,1
"develops.i",0,1
"deviant",0,1
"deviated",0,1
"deviating",0,1
"devices",0,1
"devolutionist",0,1
"devolved.but",0,1
"devonshire",0,1
"devoted",1,1
"devotes",1,1
"devotion",1,1
"diagnoses",0,1
"diagnosis",0,1
"dialogue",0,1
"diametrically",0,1
"diarrhoea",0,1
"dicey",0,1
"dictate",-1,1
"dictatorships",-1,1
"dictionary",0,1
"did.the",0,1
"diemanta",0,1
"differential",0,1
"differentiate",0,1
"diligent",1,1
"dilution",0,1
"dimension",0,1
"diminishing",0,1
"dining",0,1
"dint",0,1
"diocesan",0,1
"direction.i",0,1
"directorate",0,1
"directors.you",0,1
"disappointment",-1,1
"disappointments",-1,1
"disappoints",-1,1
"disapprove",-1,1
"disbarred",0,1
"discard",0,1
"discern",1,1
"discharge",0,1
"discharged",0,1
"discharges",0,1
"discharging",0,1
"disciplined",0,1
"disconnection",-1,1
"discontinuing",0,1
"discounting",0,1
"discounts",0,1
"discourages",-1,1
"discovering",1,1
"discredit",-1,1
"discrete",0,1
"discretionary",1,1
"discriminate",-1,1
"discriminatory",-1,1
"discusses",0,1
"disgrace.i",-1,1
"dished",0,1
"dishonest",-1,1
"dishonesty",-1,1
"disingenuous",-1,1
"dismantle",0,1
"dismantling",0,1
"dismissal",-1,1
"dismissive",-1,1
"disorganised",-1,1
"disparaged",-1,1
"disparaging",-1,1
"dispel",-1,1
"dispelled",-1,1
"dispensation",0,1
"disperse",0,1
"dispersed",0,1
"displacing",-1,1
"displays",0,1
"disposable",0,1
"dispose",-1,1
"disproportionate",-1,1
"disqualification",0,1
"disquieting",-1,1
"disraeli",0,1
"disregard",-1,1
"disruptive",-1,1
"dissatisfied",-1,1
"dissented",-1,1
"dissidents",0,1
"dissolution",-1,1
"dissuade",0,1
"dissuades",0,1
"distaste",-1,1
"distasteful",-1,1
"distillery",0,1
"distinctions",0,1
"distinctions.no",0,1
"distinctive",0,1
"distorted",-1,1
"distract",-1,1
"distractions.as",-1,1
"distressed",-1,1
"distribute",0,1
"distributed",0,1
"districts",0,1
"disturbance",-1,1
"disturbed",-1,1
"disturbing",-1,1
"disturbs",-1,1
"ditch",0,1
"diversity",0,1
"divert",-1,1
"diverted",-1,1
"diverting",-1,1
"dividing",-1,1
"division.rose",-1,1
"divorced",-1,1
"do.no",0,1
"doable",0,1
"docked",0,1
"doctor",0,1
"documentation",0,1
"dodges",0,1
"does.that",0,1
"dole",0,1
"doled",0,1
"domesday",0,1
"domestically",0,1
"domiciled",0,1
"dominance",1,1
"donald",0,1
"donating",0,1
"donkey's",-1,1
"donor",0,1
"doom",-1,1
"doomsday",-1,1
"doorsteps",0,1
"doorstop",0,1
"dorothy",0,1
"dot",0,1
"doubted",-1,1
"doubtful",-1,1
"doubtless",1,1
"doughty",1,1
"dover",0,1
"dovetails",0,1
"downright",0,1
"downsize",0,1
"downturn",0,1
"drafted.as",0,1
"drag",-1,1
"dragooned",0,1
"dramatise",0,1
"draws",0,1
"dread",-1,1
"dreich",0,1
"dress",0,1
"drilling",0,1
"driver",0,1
"drivers",0,1
"drove",0,1
"drowned",-1,1
"dry",0,1
"dumping",-1,1
"dunbartonshire",0,1
"dundee",0,1
"dupes",0,1
"duplication",0,1
"dusting",0,1
"dusty",0,1
"dutch",0,1
"dwell",0,1
"dwellings",0,1
"dwp",0,1
"dwyfor",0,1
"dyfed",0,1
"dynamics",0,1
"dyson",0,1
"eagleburger",0,1
"ear",0,1
"earliest",0,1
"earned",0,1
"eased",1,1
"eastern",0,1
"eat",0,1
"eating",0,1
"ebenezer",0,1
"ecclesiastes",0,1
"ecj's",0,1
"economist",0,1
"economists",0,1
"economy.the",0,1
"edgbaston",0,1
"edges",0,1
"editions",0,1
"editor",0,1
"education.i",0,1
"edwards",0,1
"eerily",0,1
"effected",0,1
"effectiveness.i",1,1
"efta",0,1
"egg",0,1
"egging",0,1
"eglwysbach",0,1
"egregious",0,1
"egypt",0,1
"eighteen",0,1
"either.rose",0,1
"elasticity",0,1
"electioneering",0,1
"elective",0,1
"electorates",0,1
"electrical",0,1
"electronically",0,1
"elevated",0,1
"eliminating",-1,1
"elimination",-1,1
"elizabeth",0,1
"elles",0,1
"elliptical",0,1
"eloquence",0,1
"elucidate",0,1
"elucidated",0,1
"elucidating",0,1
"email",0,1
"emails",0,1
"emanates",0,1
"emancipation",0,1
"emasculates",0,1
"embark",0,1
"embarrassed",-1,1
"embodies",0,1
"embryo",0,1
"emergencies",-1,1
"emerges",0,1
"emerging",0,1
"emery",0,1
"eminent",1,1
"emotionally",0,1
"empathised",1,1
"empathy",1,1
"emphasised",0,1
"emphasises",0,1
"emphasising",0,1
"empire",0,1
"employability",0,1
"employing",0,1
"employs",0,1
"empower",1,1
"empted",0,1
"empting",0,1
"enabled",0,1
"encapsulate",0,1
"encapsulated",0,1
"encompass",0,1
"encryption",0,1
"end.given",0,1
"endangered",-1,1
"endeavours",0,1
"enders",0,1
"endorsement",0,1
"endorsing",0,1
"enemy",-1,1
"energising",0,1
"enfield",0,1
"enforcement.it",0,1
"engaged",0,1
"engaged.rose",0,1
"engaged.well",0,1
"enhances",1,1
"enhancing",1,1
"enlarged",0,1
"enlargement's",0,1
"enlightening",1,1
"enlightenment",1,1
"enlivened",0,1
"enniskillen",0,1
"enough.the",0,1
"enraged",-1,1
"enraptured",0,1
"enrolment",0,1
"enron",0,1
"enshrining",0,1
"ensign",0,1
"enterprises",0,1
"entertaining",1,1
"enthusiasm",1,1
"enthusiastically",1,1
"entities",0,1
"entitle",0,1
"entitlement",-1,1
"entitlements",-1,1
"entrants",0,1
"entrench",0,1
"entrepreneurs",0,1
"entrepreneurship",0,1
"entries",0,1
"entrusts",0,1
"envelope",0,1
"environmentally",0,1
"envisages",0,1
"envoys",0,1
"envy",-1,1
"episcopal",0,1
"epitome",0,1
"epitomise",0,1
"equity",0,1
"equivocate",-1,1
"erewash",0,1
"eroded",-1,1
"errors.my",-1,1
"erudite",0,1
"escutcheon",0,1
"establishment",0,1
"estimate.the",0,1
"estimates",0,1
"estimation",0,1
"ethos",0,1
"euphemistically",0,1
"eurodac",0,1
"eurojust",0,1
"euroland",0,1
"europe's",0,1
"europol",0,1
"eurosceptic",0,1
"evacuate",0,1
"evacuated",0,1
"evans",0,1
"evaporate",0,1
"evenings",0,1
"everyday",0,1
"everyone's",0,1
"evictions",-1,1
"evidential",0,1
"evidently",0,1
"evolving",0,1
"exacerbation",-1,1
"exaggerate",-1,1
"exaggeration",-1,1
"examination.the",0,1
"exceeding",0,1
"exchanges",0,1
"exchequer's",0,1
"excite",1,1
"excited",1,1
"excluding",-1,1
"exclusions",-1,1
"exclusive",0,1
"excursions",0,1
"executive.as",0,1
"exempted",0,1
"exempting",0,1
"exemptions",0,1
"exercises",0,1
"exert",0,1
"exerted",0,1
"exhibitions",0,1
"existent",0,1
"exited",0,1
"exits",0,1
"exocet",0,1
"exonerate",0,1
"expanding",0,1
"expansionist",0,1
"expectancy",1,1
"expecting",0,1
"expediency",0,1
"expedited",0,1
"expel",-1,1
"experience.i",0,1
"experimental",0,1
"experimentation",0,1
"experiments",0,1
"explanations",0,1
"exploding",-1,1
"exploited",-1,1
"exploiting",-1,1
"exploration",0,1
"exploring",0,1
"explosion",-1,1
"explosives",-1,1
"exponentially",0,1
"expressly",0,1
"extensions",0,1
"extinguish",-1,1
"extolling",0,1
"extract",0,1
"extraditions",0,1
"extrapolate",0,1
"extremis",-1,1
"extremism",-1,1
"extremists",-1,1
"fabianism",0,1
"facility",0,1
"faction",0,1
"factory",0,1
"factual",1,1
"faded",-1,1
"failure.does",-1,1
"faintest",-1,1
"fairs",0,1
"fairy",0,1
"falconer",0,1
"falconer's",0,1
"falkland",0,1
"falls",0,1
"false.if",-1,1
"familiarise",0,1
"familiarity",0,1
"families.the",0,1
"fan",0,1
"fantastical",1,1
"fareham",0,1
"farewell",0,1
"farms",0,1
"fashioned",0,1
"faslane",0,1
"fatal",-1,1
"fatalities",-1,1
"fatally",-1,1
"fathers",0,1
"fathom",0,1
"faversham",0,1
"favourable",1,1
"favoured",0,1
"feasible",1,1
"feast",1,1
"feasts",1,1
"featured",0,1
"features",0,1
"federation",0,1
"fell",0,1
"felons",0,1
"feltham",0,1
"fence",0,1
"fenced",0,1
"fetched",0,1
"fiasco",-1,1
"fictional",0,1
"fictitious",0,1
"fiddle",0,1
"fide",0,1
"fierce",-1,1
"fifty",0,1
"fights",-1,1
"figurehead",0,1
"files",0,1
"filibustering",0,1
"filing",0,1
"fills",0,1
"filmed",0,1
"filter",0,1
"finalised.perhaps",0,1
"financed",0,1
"fincham",0,1
"fingernails",0,1
"fingerprinting",0,1
"finish.will",0,1
"finishes",0,1
"finishing",0,1
"fired",0,1
"fireworks",0,1
"firing",0,1
"firmament",0,1
"fishermen",0,1
"fishguard",0,1
"fishing",0,1
"fissionable",0,1
"fitness",1,1
"fits",0,1
"fitted",0,1
"fitting",0,1
"fivefold",0,1
"fixated",0,1
"flag",0,1
"flag.i",0,1
"flavour",0,1
"flaws",-1,1
"fled",0,1
"flee",0,1
"fleet",0,1
"flexible",1,1
"flixton",0,1
"floodgates",0,1
"flourish",1,1
"flouting",0,1
"flower",0,1
"flowing",0,1
"flown",0,1
"fluctuation",0,1
"fluoride",0,1
"flurry",-1,1
"flying",0,1
"focal",0,1
"focuses",0,1
"fold",0,1
"folk",0,1
"folkestone",0,1
"folly",-1,1
"footed",0,1
"footnote",0,1
"footsore",0,1
"forcefully",0,1
"forces.the",0,1
"forecast.the",0,1
"forecasting",0,1
"forensically",0,1
"forensics",0,1
"foresee",0,1
"foresisters",0,1
"forestalling",0,1
"foreword",0,1
"forfeit",-1,1
"forgets",-1,1
"forgetting",-1,1
"forgot",-1,1
"forlorn",-1,1
"formidable",-1,1
"formulae",0,1
"formulate",0,1
"formulated",0,1
"formulation",0,1
"fortitude",1,1
"forward.i",0,1
"forward.no",0,1
"foster",1,1
"fostering",1,1
"founder",0,1
"founding",0,1
"foxhunting",0,1
"fraction",0,1
"fractured",-1,1
"fragile",-1,1
"frame",0,1
"framed",0,1
"frameworks",0,1
"frank",1,1
"frantic",-1,1
"fraught",-1,1
"fred",0,1
"freed",1,1
"freehold",0,1
"freely",1,1
"freezes",0,1
"frenetic",0,1
"freudian",0,1
"frictionless",0,1
"friend.will",0,1
"frighten",-1,1
"frightening",-1,1
"fruition",1,1
"frustrating",-1,1
"frustration",-1,1
"fudged",0,1
"fuels",0,1
"fulfilled",1,1
"fulfilling",1,1
"fullest",0,1
"fundamentalists",0,1
"funders",0,1
"funeral",0,1
"funny",1,1
"fur",0,1
"furious",-1,1
"furiously",-1,1
"furness",0,1
"further.my",0,1
"further.that",0,1
"future.as",0,1
"future.in",0,1
"fyfe",0,1
"g20",0,1
"gallant",1,1
"galleries",0,1
"gallery",0,1
"galloway's",-1,1
"gambit",0,1
"gamekeepers",0,1
"garnered",0,1
"garston",0,1
"garter",0,1
"gary",0,1
"gate",0,1
"gateshead",0,1
"gathering",0,1
"gating",0,1
"gaza",0,1
"gazing",0,1
"geared",0,1
"gels",0,1
"general's",0,1
"generality",0,1
"generational",0,1
"generis",0,1
"genesis",0,1
"genetically",0,1
"geneticists",0,1
"genetics",0,1
"genewatch's",0,1
"gentleman.clearly",0,1
"gentleman.i",0,1
"gentleman.my",0,1
"gentleman.people",0,1
"gentlemen's",0,1
"geometrically",0,1
"gerry",0,1
"gestation",0,1
"gesticulates",0,1
"ghastly",-1,1
"gilt",0,1
"gimmick",0,1
"gingerbread",0,1
"gist",0,1
"gisting",0,1
"glazier",0,1
"glc",0,1
"glib",0,1
"glimmer",1,1
"glittering",1,1
"globalised",0,1
"glorified",0,1
"gloucestershire's",0,1
"glowing",1,1
"gner",0,1
"godfather",0,1
"gol",0,1
"good.that",0,1
"goodwin",0,1
"googling",0,1
"goole",0,1
"gosport",0,1
"gossip",0,1
"government.does",0,1
"government.i",0,1
"governor's",0,1
"governors",0,1
"governs",0,1
"graced",1,1
"graciously",1,1
"graciousness",1,1
"gradings",0,1
"gradual",0,1
"gradually",0,1
"graduated",0,1
"grandchildren",0,1
"grandfathers",0,1
"grandstand",0,1
"granite",0,1
"grant.will",0,1
"granting",0,1
"grants",0,1
"grapeshot",0,1
"graphic",0,1
"graphics",0,1
"grasp",-1,1
"grasped",-1,1
"grassroots",0,1
"gratuitous",-1,1
"gravely",-1,1
"gravest",-1,1
"gravity",0,1
"greece",0,1
"greedy",-1,1
"greenford",0,1
"greening",0,1
"greens",0,1
"gresford",0,1
"grips",0,1
"grits",0,1
"gritting",0,1
"grosvenor",0,1
"groundhog",0,1
"grovelling",-1,1
"grudgingly",-1,1
"guard",0,1
"guarded",0,1
"guess",0,1
"guesswork",0,1
"guiding",0,1
"guild",0,1
"guillotining",0,1
"guitar",0,1
"gujarat",0,1
"gun",0,1
"gunshot",0,1
"gurkhas",0,1
"guru",0,1
"gusto",1,1
"gutter",0,1
"gwent",0,1
"gypsy",0,1
"habeas",0,1
"habitable",0,1
"had.with",0,1
"hadrian's",0,1
"hails",0,1
"hailsham",0,1
"hairline",0,1
"hairlines",0,1
"hale",0,1
"halewood",0,1
"halifax",0,1
"halliday",0,1
"halliday's",0,1
"hallmarks",0,1
"halls",0,1
"halt",-1,1
"halting",-1,1
"halton",0,1
"halve",0,1
"halved",0,1
"hamlet",0,1
"hamstrung",0,1
"handedly",0,1
"handelsgesellschaft",0,1
"handicap",-1,1
"handicapped",-1,1
"handing",0,1
"handy",1,1
"hank",0,1
"hannan",0,1
"haphazard",-1,1
"happening.madam",0,1
"happening.when",0,1
"happenings",0,1
"happily",1,1
"harassing",-1,1
"harborough",0,1
"harbour",0,1
"hardcore",0,1
"hardest",-1,1
"hardship",-1,1
"harmful",-1,1
"harmony",1,1
"harold",0,1
"harshly",-1,1
"hartlepool",0,1
"haste",0,1
"hat",0,1
"hated",-1,1
"hatred",-1,1
"havant",0,1
"have.i",0,1
"have.rose",0,1
"havering",0,1
"head.i",0,1
"headlong",0,1
"headquarters",0,1
"healing",1,1
"hearted",0,1
"heartedness",0,1
"hearty",1,1
"heathland",0,1
"heavens",1,1
"heaviest",0,1
"heavy",-1,1
"hebrides.the",0,1
"heckled",-1,1
"heckling",-1,1
"hectare",0,1
"hedges",0,1
"heel",0,1
"height",0,1
"held.it",0,1
"helm",0,1
"helme",0,1
"helps",1,1
"helter",0,1
"hemmed",0,1
"hen",0,1
"henceforth",0,1
"hendon",0,1
"henley",0,1
"heralded",0,1
"here.the",0,1
"heroes",1,1
"heroic",1,1
"heroin",0,1
"hers.that",0,1
"hertfordshire",0,1
"heseltine",0,1
"hesitantly",-1,1
"heywood",0,1
"hfea",0,1
"hiccups",0,1
"hidden",-1,1
"hierarchy",0,1
"hill",0,1
"himself.it",0,1
"hinchingbrooke",0,1
"hinder",-1,1
"hinges",0,1
"hint",0,1
"hinted",0,1
"hire",0,1
"hiring",0,1
"hirsts",0,1
"hitching",0,1
"hits",-1,1
"hoary",0,1
"hobbies",0,1
"hobby",0,1
"hockey",0,1
"hoffman",0,1
"hoffmann's",0,1
"holes.a",0,1
"hollowed",-1,1
"hologram",0,1
"homeland",0,1
"homer",0,1
"homes.has",0,1
"homogenous",0,1
"homophobic",-1,1
"homosexual",0,1
"honed",0,1
"hoodwink",0,1
"hook",0,1
"hoopoe",0,1
"hoops",0,1
"hopeful",1,1
"hopelessly",-1,1
"horncastle",0,1
"horned",0,1
"hornets",0,1
"horrible",-1,1
"horrified",-1,1
"hostage",-1,1
"hot",0,1
"hotels",0,1
"hotspots",0,1
"hounds",-1,1
"hours.unfortunately",0,1
"house.my",0,1
"house.no",0,1
"housewife",0,1
"howarth",0,1
"hughes",0,1
"humane",1,1
"humility",1,1
"humphries",0,1
"hung",0,1
"hungry",0,1
"hurdle",0,1
"hurting",-1,1
"husbands",0,1
"hybrid",0,1
"hybrids",0,1
"hyde",0,1
"hydrocarbon",0,1
"hypertension",0,1
"hypocritical",-1,1
"hypotheses",0,1
"hysterical",-1,1
"hysterics",-1,1
"hythe",0,1
"ice",0,1
"iceland",0,1
"iconic",0,1
"identifiable",0,1
"identities",0,1
"ideological",0,1
"ignominy",-1,1
"ignorance",-1,1
"ignoring",-1,1
"ii",0,1
"illegally",-1,1
"illnesses",-1,1
"illogical",-1,1
"ills.i",0,1
"illustrated",0,1
"illustrative",0,1
"illustrious",1,1
"imagination",0,1
"imc",0,1
"imitation",0,1
"immeasurable",0,1
"immeasurably",0,1
"immigrant",0,1
"immobilised",0,1
"immunity",0,1
"impacts",0,1
"impassioned",0,1
"impeachment",0,1
"imperfect",-1,1
"imperial",0,1
"impersonation",0,1
"impetus",0,1
"impingement",-1,1
"implacably",0,1
"implications.the",-1,1
"implied",0,1
"implies",0,1
"implore",0,1
"implored",0,1
"imply",0,1
"important.i",0,1
"importing",0,1
"imposes",0,1
"imposition",0,1
"impossibility",-1,1
"impossible.no",-1,1
"impoverish",-1,1
"impractical",0,1
"impressions",0,1
"imprisoned",-1,1
"impropriety",0,1
"improves",1,1
"impulses",0,1
"in.has",0,1
"in.withdrawal",0,1
"inaccuracy",-1,1
"inaction",0,1
"inactivity",-1,1
"inadmissible",0,1
"inane",-1,1
"inappropriately",-1,1
"incapable",-1,1
"incipient",0,1
"inclination",0,1
"inclusive",0,1
"inclusiveness",0,1
"incommunicado",0,1
"incompetence",-1,1
"incomprehensible",0,1
"inconclusive",0,1
"inconsiderate",-1,1
"inconsistency",-1,1
"incorporate",0,1
"incorporated",0,1
"incorporating",0,1
"incorporation",0,1
"incorrectly",-1,1
"inculcate",0,1
"inculcating",0,1
"incur",0,1
"incursions",-1,1
"indefinite",-1,1
"indemnify",0,1
"indentified",0,1
"indeterminately",-1,1
"index",0,1
"indications",0,1
"indicator",0,1
"indifference",-1,1
"indignity",0,1
"indirectly",0,1
"inducement",0,1
"inducements",0,1
"indulging",0,1
"industrie",0,1
"industry's",0,1
"ineffectiveness",-1,1
"inefficient",-1,1
"inertia",0,1
"inevitable",0,1
"inexplicable",-1,1
"infected",-1,1
"infections",-1,1
"inference",0,1
"inferred",0,1
"infinitesimal",0,1
"inflict",-1,1
"inflicted",-1,1
"influenced",0,1
"informative",0,1
"informing",0,1
"infringed",-1,1
"inimitable",0,1
"initiate",0,1
"initio",0,1
"injured",-1,1
"injustices",-1,1
"innocents",1,1
"innocuous",1,1
"innovate",1,1
"innovations",1,1
"innovative",1,1
"inquiring",0,1
"insatiable",0,1
"insecurity",-1,1
"insensitive",-1,1
"insensitivity",-1,1
"inside",0,1
"inspections",0,1
"inspector",0,1
"inspire",1,1
"inspired",1,1
"installation",0,1
"installed",0,1
"instinctive",0,1
"instituted",0,1
"institution.my",0,1
"instructive",0,1
"integral",0,1
"integrate",0,1
"integrating",0,1
"intelligent",1,1
"intelligible",1,1
"intend.we",0,1
"intents",0,1
"interact",0,1
"interchange",0,1
"interest.i",0,1
"interests.is",0,1
"interlude",0,1
"internationale",0,1
"internment",0,1
"interpret",0,1
"interrupting",-1,1
"interruption",-1,1
"intertwining",0,1
"intervals",0,1
"interviewed",0,1
"intimidating",-1,1
"intimidation",-1,1
"intricacies",0,1
"intrigued",0,1
"intriguing",0,1
"intrinsically",0,1
"intrudes",-1,1
"intrusion",-1,1
"intrusions",-1,1
"invaded",-1,1
"invalid",-1,1
"investigate",0,1
"investigatory",0,1
"investors",0,1
"invoked",0,1
"invoking",0,1
"iod",0,1
"ipswich",0,1
"ira",0,1
"iraqi",0,1
"ireland.rose",-1,1
"iron",0,1
"ironic",-1,1
"irony",-1,1
"irresponsible",-1,1
"irreversible",0,1
"is.are",0,1
"is.i",0,1
"is.the",0,1
"islamic",0,1
"islamists",0,1
"islamophobia",0,1
"islamophobic",0,1
"islands.the",0,1
"islay",0,1
